Date,CL-CO,XB-HO,XB-CL,HO-CL,NG-CL,CAP-BAP,BAP-DAE,CAP-DAE
2015-06-18,-5.910000000000004,-1.1255999999999915,19.093200000000003,20.218799999999995,-45.317,-12.967500000000001,-5.302499999999998,-18.27
2015-06-19,-5.590000000000003,-0.7601999999999975,18.750200000000007,19.510400000000004,-44.407799999999995,-12.652499999999998,-5.092500000000005,-17.745000000000005
2015-06-22,-5.460000000000001,-1.142399999999995,18.229599999999998,19.371999999999993,-45.178200000000004,-12.88854,-5.18028,-18.068820000000002
2015-06-23,-5.809999999999995,-1.3944000000000045,18.9116,20.306000000000004,-45.541799999999995,-13.308539999999997,-5.293680000000002,-18.60222
2015-06-24,-5.68,-0.9281999999999897,18.930600000000005,19.858799999999995,-44.75,-13.072500000000003,-5.5297199999999975,-18.602220000000003
2015-06-25,-5.670000000000002,-0.7308000000000021,18.9152,19.646,-44.0334,-12.967500000000001,-5.827919999999999,-18.79542
2015-06-26,-5.619999999999997,-0.739200000000011,18.981399999999987,19.720599999999997,-44.2802,-12.78396,-6.300000000000001,-19.08396
2015-06-29,-5.739999999999995,-0.8190000000000026,19.0056,19.824600000000004,-42.9608,-12.6,-6.5625,-19.1625
2015-06-30,-5.880000000000003,-1.0206000000000017,19.389199999999995,20.409799999999997,-43.8476,-12.967499999999998,-6.746460000000003,-19.71396
2015-07-01,-6.079999999999998,-1.5918000000000063,19.007999999999996,20.599800000000002,-42.2804,-12.390000000000002,-5.722499999999997,-18.112499999999997
2015-07-02,-6.090000000000003,-1.5707999999999913,19.057999999999993,20.628799999999984,-42.0796,-12.652500000000002,-5.670000000000002,-18.322500000000005
2015-07-06,-5.420000000000002,-1.3733999999999895,18.5854,19.95879999999999,-38.1806,-11.392500000000002,-5.407499999999999,-16.8
2015-07-07,-5.649999999999999,-1.516200000000012,18.73919999999999,20.2554,-38.2892,-11.445000000000002,-5.669999999999998,-17.115000000000002
2015-07-08,-5.789999999999999,-1.327200000000019,19.163999999999987,20.491200000000006,-38.0898,-11.235000000000001,-5.853539999999999,-17.088540000000002
2015-07-09,-5.990000000000002,-1.142399999999995,19.318000000000005,20.4604,-38.9886,-12.022499999999999,-6.273540000000001,-18.296039999999998
