Date,Strategy,F1_raw,F1_continuous,Signal,Position,F1_cont_daily_change,Daily_PnL,MTM,Cumulative_PnL,Equity,MA33,MAA48,Crossover,Position,F1_cont_daily_change,Daily PnL,MTM,Cum_PnL
10/15/2010,"MA_Crossover(33,48)",8381.5,8452.25,1,1,-6.5,-6.5,8452.25,8058.75,8058.75,7904.363636,7704.411458,1,1,-6.5,-6.5,8452.25,8058.75
10/18/2010,"MA_Crossover(33,48)",8426,8496.75,1,1,44.5,44.5,8496.75,8103.25,8103.25,7929.44697,7728.359375,1,1,44.5,44.5,8496.75,8103.25
10/19/2010,"MA_Crossover(33,48)",8251,8318.25,1,1,-178.5,-178.5,8318.25,7924.75,7924.75,7948.393939,7750.770833,1,1,-178.5,-178.5,8318.25,7924.75
10/20/2010,"MA_Crossover(33,48)",8330,8397.75,1,1,79.5,79.5,8397.75,8004.25,8004.25,7969.439394,7773.661458,1,1,79.5,79.5,8397.75,8004.25
10/21/2010,"MA_Crossover(33,48)",8298.5,8365.75,1,1,-32,-32,8365.75,7972.25,7972.25,7987.712121,7797.947917,1,1,-32,-32,8365.75,7972.25
10/22/2010,"MA_Crossover(33,48)",8326,8386.75,1,1,21,21,8386.75,7993.25,7993.25,8009.257576,7820.895833,1,1,21,21,8386.75,7993.25
10/25/2010,"MA_Crossover(33,48)",8514.5,8575.25,1,1,188.5,188.5,8575.25,8181.75,8181.75,8035.159091,7844.770833,1,1,188.5,188.5,8575.25,8181.75
10/26/2010,"MA_Crossover(33,48)",8508.75,8569.5,1,1,-5.75,-5.75,8569.5,8176,8176,8064.507576,7868.338542,1,1,-5.75,-5.75,8569.5,8176
10/27/2010,"MA_Crossover(33,48)",8296,8356.75,1,1,-212.75,-212.75,8356.75,7963.25,7963.25,8089.5,7889.213542,1,1,-212.75,-212.75,8356.75,7963.25
10/28/2010,"MA_Crossover(33,48)",8334,8394.75,1,1,38,38,8394.75,8001.25,8001.25,8111.204545,7911.901042,1,1,38,38,8394.75,8001.25
10/29/2010,"MA_Crossover(33,48)",8191.25,8252,1,1,-142.75,-142.75,8252,7858.5,7858.5,8127.636364,7931.625,1,1,-142.75,-142.75,8252,7858.5
11/1/2010,"MA_Crossover(33,48)",8291,8351.75,1,1,99.75,99.75,8351.75,7958.25,7958.25,8148.19697,7955.916667,1,1,99.75,99.75,8351.75,7958.25
11/2/2010,"MA_Crossover(33,48)",8427,8487.75,1,1,136,136,8487.75,8094.25,8094.25,8170.310606,7983.78125,1,1,136,136,8487.75,8094.25
11/3/2010,"MA_Crossover(33,48)",8312,8372.75,1,1,-115,-115,8372.75,7979.25,7979.25,8188.287879,8004.90625,1,1,-115,-115,8372.75,7979.25
11/4/2010,"MA_Crossover(33,48)",8596,8656.75,1,1,284,284,8656.75,8263.25,8263.25,8215.090909,8028.713542,1,1,284,284,8656.75,8263.25
11/5/2010,"MA_Crossover(33,48)",8653,8713.75,1,1,57,57,8713.75,8320.25,8320.25,8244.69697,8054.145833,1,1,57,57,8713.75,8320.25
11/8/2010,"MA_Crossover(33,48)",8663,8723.75,1,1,10,10,8723.75,8330.25,8330.25,8269.515152,8076.328125,1,1,10,10,8723.75,8330.25
11/9/2010,"MA_Crossover(33,48)",8862.5,8923.25,1,1,199.5,199.5,8923.25,8529.75,8529.75,8299.060606,8102.09375,1,1,199.5,199.5,8923.25,8529.75
11/10/2010,"MA_Crossover(33,48)",8766.5,8827.25,1,1,-96,-96,8827.25,8433.75,8433.75,8323.818182,8125.65625,1,1,-96,-96,8827.25,8433.75
11/11/2010,"MA_Crossover(33,48)",8835.75,8896.5,1,1,69.25,69.25,8896.5,8503,8503,8351.840909,8149.411458,1,1,69.25,69.25,8896.5,8503
11/12/2010,"MA_Crossover(33,48)",8628,8688.75,1,1,-207.75,-207.75,8688.75,8295.25,8295.25,8372.356061,8170.515625,1,1,-207.75,-207.75,8688.75,8295.25
11/15/2010,"MA_Crossover(33,48)",8670,8730.75,1,1,42,42,8730.75,8337.25,8337.25,8390.734848,8191.5625,1,1,42,42,8730.75,8337.25
11/16/2010,"MA_Crossover(33,48)",8166.5,8216.25,1,1,-514.5,-514.5,8216.25,7822.75,7822.75,8395.477273,8204.609375,1,1,-514.5,-514.5,8216.25,7822.75
11/17/2010,"MA_Crossover(33,48)",8221,8263.75,1,1,47.5,47.5,8263.75,7870.25,7870.25,8399.356061,8220.229167,1,1,47.5,47.5,8263.75,7870.25
11/18/2010,"MA_Crossover(33,48)",8449,8495.75,1,1,232,232,8495.75,8102.25,8102.25,8411.340909,8237.546875,1,1,232,232,8495.75,8102.25
11/19/2010,"MA_Crossover(33,48)",8431,8491.75,1,1,-4,-4,8491.75,8098.25,8098.25,8419.424242,8253.838542,1,1,-4,-4,8491.75,8098.25
11/22/2010,"MA_Crossover(33,48)",8317.5,8378.25,1,1,-113.5,-113.5,8378.25,7984.75,7984.75,8421.583333,8268.526042,1,1,-113.5,-113.5,8378.25,7984.75
11/23/2010,"MA_Crossover(33,48)",8170,8230.75,1,1,-147.5,-147.5,8230.75,7837.25,7837.25,8424.022727,8278.375,1,1,-147.5,-147.5,8230.75,7837.25
11/24/2010,"MA_Crossover(33,48)",8286,8346.75,1,1,116,116,8346.75,7953.25,7953.25,8423.416667,8290.192708,1,1,116,116,8346.75,7953.25
