S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate,n_days
28,64,0.111,196.0856,-6913.1,3678.94,0.5027,4728
59,122,0.111,196.1315,-6165.04,3679.8,0.507,4728
3,66,0.111,196.0462,-6853.14,3678.2,0.5002,4728
23,26,0.1109,195.9034,-6772.66,3675.52,0.4996,4728
55,56,0.1109,195.9055,-5467.0,3675.56,0.5051,4728
26,96,0.1109,195.8831,-5199.7,3675.14,0.5042,4728
24,25,0.1109,195.9034,-6772.66,3675.52,0.4996,4728
26,118,0.1108,195.6571,-6049.25,3670.9,0.5051,4728
48,59,0.1108,195.656,-5093.66,3670.88,0.5038,4728
30,74,0.1108,195.6752,-5401.1,3671.24,0.5032,4728
45,71,0.1108,195.7243,-4759.08,3672.16,0.5055,4728
19,120,0.1107,195.591,-6103.0,3669.66,0.5061,4728
15,112,0.1107,195.5942,-6170.62,3669.72,0.5023,4728
75,122,0.1106,195.3831,-6709.08,3665.76,0.5068,4728
34,62,0.1106,195.3032,-6332.58,3664.26,0.5025,4728
73,103,0.1106,195.2957,-5767.22,3664.12,0.508,4728
76,120,0.1106,195.3831,-6709.08,3665.76,0.5068,4728
75,121,0.1106,195.3831,-6709.08,3665.76,0.5068,4728
54,63,0.1105,195.268,-4760.64,3663.6,0.5047,4728
23,95,0.1105,195.2041,-5071.94,3662.4,0.5047,4728
9,52,0.1105,195.2403,-8037.97,3663.08,0.4981,4728
55,62,0.1105,195.268,-4760.64,3663.6,0.5047,4728
73,124,0.1105,195.1699,-6713.08,3661.76,0.5068,4728
31,88,0.1105,195.2201,-5094.64,3662.7,0.5051,4728
73,125,0.1105,195.1699,-6713.08,3661.76,0.5068,4728
6,58,0.1105,195.2851,-9023.63,3663.92,0.4979,4728
20,25,0.1105,195.2009,-6981.87,3662.34,0.4996,4728
17,116,0.1104,195.0527,-4947.28,3659.56,0.5042,4728
79,96,0.1104,195.0825,-5608.22,3660.12,0.508,4728
78,97,0.1104,195.0825,-5608.22,3660.12,0.508,4728
90,100,0.1104,195.0751,-5893.36,3659.98,0.507,4728
29,88,0.1103,194.848,-5298.62,3655.72,0.5042,4728
23,116,0.1102,194.5932,-6040.5,3650.94,0.5063,4728
35,70,0.1101,194.4088,-5720.36,3647.48,0.5025,4728
17,101,0.1101,194.4365,-6143.34,3648.0,0.5017,4728
23,112,0.1101,194.4152,-5590.75,3647.6,0.5074,4728
12,53,0.1101,194.4909,-6355.0,3649.02,0.4983,4728
21,120,0.11,194.2639,-6291.5,3644.76,0.5061,4728
15,110,0.11,194.3523,-6487.92,3646.42,0.5015,4728
18,91,0.11,194.2607,-6983.34,3644.7,0.5,4728
17,30,0.11,194.3108,-7082.07,3645.64,0.4985,4728
36,47,0.1099,194.1477,-5598.26,3642.58,0.5036,4728
22,114,0.1098,193.9473,-5881.0,3638.82,0.5072,4728
27,65,0.1098,194.0443,-7121.4,3640.64,0.5032,4728
22,28,0.1098,194.04,-6225.28,3640.56,0.5,4728
17,68,0.1098,193.9494,-5428.5,3638.86,0.5017,4728
30,66,0.1097,193.7405,-6521.9,3634.94,0.5027,4728
15,59,0.1097,193.8716,-6242.0,3637.4,0.5006,4728
14,88,0.1096,193.6562,-6343.48,3633.36,0.4992,4728
37,48,0.1095,193.4708,-6567.16,3629.88,0.5025,4728
13,126,0.1095,193.3706,-5398.84,3628.0,0.504,4728
27,86,0.1095,193.5038,-5361.34,3630.5,0.5051,4728
27,70,0.1095,193.4772,-6506.34,3630.0,0.5025,4728
21,51,0.1095,193.5166,-7254.75,3630.74,0.5008,4728
75,109,0.1095,193.4569,-6983.22,3629.62,0.5068,4728
28,63,0.1094,193.1808,-6913.1,3624.44,0.503,4728
74,108,0.1094,193.2053,-6580.94,3624.9,0.5063,4728
72,111,0.1094,193.2053,-6580.94,3624.9,0.5063,4728
82,107,0.1094,193.3109,-6410.96,3626.88,0.507,4728
22,101,0.1094,193.2704,-5495.22,3626.12,0.5042,4728
10,65,0.1093,193.1542,-6250.0,3623.94,0.4973,4728
23,96,0.1093,193.152,-5025.44,3623.9,0.5049,4728
6,7,0.1092,192.8333,-9727.85,3617.92,0.4953,4728
38,60,0.1092,192.9452,-5637.82,3620.02,0.504,4728
35,52,0.1091,192.667,-6466.74,3614.8,0.5025,4728
5,59,0.1091,192.6798,-8026.51,3615.04,0.4977,4728
22,82,0.1091,192.7683,-6716.14,3616.7,0.5017,4728
21,78,0.1091,192.6563,-7074.74,3614.6,0.5002,4728
34,53,0.109,192.4805,-6466.74,3611.3,0.5032,4728
23,109,0.109,192.489,-5290.25,3611.46,0.507,4728
14,90,0.109,192.5146,-6539.9,3611.94,0.5,4728
11,45,0.1089,192.3866,-7473.01,3609.54,0.4994,4728
17,79,0.1089,192.3163,-5913.12,3608.22,0.4998,4728
34,63,0.1089,192.3419,-5886.64,3608.7,0.5036,4728
19,114,0.1088,192.1649,-5183.46,3605.38,0.5047,4728
15,102,0.1088,192.1361,-6290.7,3604.84,0.4998,4728
35,46,0.1088,192.1841,-4912.37,3605.74,0.5025,4728
13,124,0.1088,192.1703,-5761.86,3605.48,0.5027,4728
33,54,0.1088,192.2406,-6170.24,3606.8,0.5027,4728
53,64,0.1088,192.2033,-4760.64,3606.1,0.5044,4728
34,71,0.1087,191.9645,-5650.72,3601.62,0.5023,4728
25,105,0.1087,191.9496,-5170.0,3601.34,0.5063,4728
4,61,0.1086,191.7737,-7717.2,3598.04,0.4985,4728
40,44,0.1086,191.7982,-6110.84,3598.5,0.5025,4728
41,43,0.1086,191.7982,-6110.84,3598.5,0.5025,4728
29,66,0.1085,191.7385,-6593.96,3597.38,0.5025,4728
33,64,0.1085,191.584,-6098.36,3594.48,0.5027,4728
49,58,0.1085,191.6586,-4943.5,3595.88,0.5034,4728
28,68,0.1085,191.6053,-6593.96,3594.88,0.5027,4728
37,43,0.1085,191.6724,-4879.47,3596.14,0.503,4728
25,111,0.1084,191.4443,-5568.75,3591.86,0.5057,4728
13,125,0.1084,191.5051,-5382.84,3593.0,0.5036,4728
79,112,0.1084,191.5093,-6504.76,3593.08,0.5066,4728
26,61,0.1084,191.4283,-5894.78,3591.56,0.5032,4728
19,121,0.1083,191.3004,-6235.5,3589.16,0.5061,4728
59,123,0.1083,191.2812,-6165.04,3588.8,0.5068,4728
75,118,0.1083,191.2961,-6508.76,3589.08,0.5066,4728
33,79,0.1082,191.1011,-5703.62,3585.42,0.5047,4728
5,122,0.1082,191.0755,-8635.04,3584.94,0.503,4728
24,93,0.1082,191.1576,-5273.36,3586.48,0.5047,4728
18,115,0.1081,191.0296,-5007.5,3584.08,0.5047,4728
23,65,0.1081,190.8964,-6340.76,3581.58,0.5025,4728
37,45,0.1081,190.9305,-5439.12,3582.22,0.504,4728
23,92,0.1081,190.9007,-5082.0,3581.66,0.5038,4728
31,84,0.1081,190.9572,-5179.12,3582.72,0.5047,4728
33,65,0.1081,191.0051,-5718.72,3583.62,0.5027,4728
44,72,0.1081,190.9241,-4707.14,3582.1,0.5055,4728
68,125,0.1081,191.0499,-6713.88,3584.46,0.5076,4728
69,123,0.1081,191.0499,-6713.88,3584.46,0.5076,4728
75,116,0.108,190.7791,-6458.46,3579.38,0.507,4728
19,64,0.108,190.8665,-5350.82,3581.02,0.5011,4728
30,86,0.108,190.7173,-5261.62,3578.22,0.5044,4728
33,73,0.108,190.7237,-5887.0,3578.34,0.503,4728
34,61,0.1079,190.6299,-6362.26,3576.58,0.5027,4728
30,73,0.1079,190.5318,-5401.1,3574.74,0.503,4728
11,63,0.1079,190.615,-5828.18,3576.3,0.4977,4728
36,46,0.1079,190.6075,-5288.68,3576.16,0.5032,4728
22,61,0.1079,190.5276,-5779.18,3574.66,0.5013,4728
15,52,0.1079,190.6096,-6798.5,3576.2,0.5004,4728
35,61,0.1077,190.2131,-6107.08,3568.76,0.5023,4728
86,103,0.1077,190.2781,-6085.86,3569.98,0.507,4728
74,123,0.1077,190.2717,-6804.98,3569.86,0.5066,4728
32,72,0.1076,190.0383,-5892.86,3565.48,0.503,4728
29,61,0.1076,190.0159,-6930.48,3565.06,0.5032,4728
39,41,0.1076,190.1534,-4879.47,3567.64,0.5027,4728
16,98,0.1076,190.1054,-6700.3,3566.74,0.5002,4728
38,42,0.1076,190.1534,-4879.47,3567.64,0.5027,4728
70,122,0.1076,190.0479,-6391.68,3565.66,0.5072,4728
17,81,0.1075,189.8187,-5646.98,3561.36,0.4987,4728
14,108,0.1075,189.8677,-6433.26,3562.28,0.5008,4728
24,114,0.1075,189.9082,-5903.75,3563.04,0.5055,4728
3,19,0.1074,189.7078,-9905.82,3559.28,0.4951,4728
14,87,0.1074,189.6641,-6415.38,3558.46,0.4992,4728
19,32,0.1074,189.7206,-6153.78,3559.52,0.5008,4728
21,87,0.1074,189.7995,-6789.34,3561.0,0.5017,4728
73,121,0.1073,189.5532,-6458.46,3556.38,0.5066,4728
31,44,0.1072,189.4435,-6336.5,3554.32,0.5006,4728
38,80,0.1072,189.2963,-4968.58,3551.56,0.5044,4728
14,105,0.1072,189.4466,-5966.16,3554.38,0.5008,4728
21,83,0.1072,189.404,-6967.46,3553.58,0.5011,4728
35,67,0.1071,189.2462,-5647.22,3550.62,0.5023,4728
14,122,0.107,188.9467,-5397.84,3545.0,0.5032,4728
52,65,0.107,188.9787,-4760.64,3545.6,0.5044,4728
46,71,0.107,188.935,-4991.0,3544.78,0.5051,4728
47,70,0.107,188.935,-4991.0,3544.78,0.5051,4728
32,70,0.107,188.9829,-5454.66,3545.68,0.5032,4728
15,33,0.107,189.0256,-7368.57,3546.48,0.4996,4728
72,104,0.107,188.9531,-5779.22,3545.12,0.5076,4728
12,101,0.107,189.097,-6969.02,3547.82,0.4987,4728
10,63,0.1069,188.9083,-6180.46,3544.28,0.4973,4728
47,60,0.1068,188.6738,-5093.66,3539.88,0.5038,4728
16,100,0.1068,188.6376,-6172.84,3539.2,0.5002,4728
23,97,0.1068,188.7282,-5107.94,3540.9,0.5042,4728
17,117,0.1068,188.7111,-4901.26,3540.58,0.5047,4728
48,66,0.1068,188.6077,-4668.1,3538.64,0.5049,4728
81,93,0.1068,188.6866,-5608.22,3540.12,0.5082,4728
82,92,0.1068,188.6866,-5608.22,3540.12,0.5082,4728
80,94,0.1068,188.6866,-5608.22,3540.12,0.5082,4728
35,80,0.1067,188.5331,-4970.6,3537.24,0.5047,4728
32,55,0.1067,188.4222,-6415.88,3535.16,0.5023,4728
18,56,0.1066,188.3913,-6198.76,3534.58,0.5,4728
69,108,0.1066,188.3402,-5790.72,3533.62,0.5074,4728
81,108,0.1066,188.3114,-6504.76,3533.08,0.5068,4728
23,27,0.1066,188.3615,-6331.82,3534.02,0.5,4728
23,55,0.1066,188.289,-6051.0,3532.66,0.5002,4728
35,71,0.1066,188.3572,-5678.4,3533.94,0.5025,4728
77,113,0.1065,188.0982,-6508.76,3529.08,0.5068,4728
30,77,0.1065,188.096,-5728.3,3529.04,0.5027,4728
15,91,0.1065,188.1493,-6274.8,3530.04,0.4996,4728
22,95,0.1065,188.1024,-5291.0,3529.16,0.5027,4728
29,75,0.1065,188.2133,-5401.1,3531.24,0.5025,4728
94,96,0.1064,187.8892,-5726.18,3525.16,0.5068,4728
88,103,0.1064,187.8892,-5726.18,3525.16,0.5068,4728
91,100,0.1064,187.8892,-5726.18,3525.16,0.5068,4728
93,97,0.1064,187.8892,-5726.18,3525.16,0.5068,4728
90,101,0.1064,187.8892,-5726.18,3525.16,0.5068,4728
16,96,0.1064,187.8935,-6763.8,3525.24,0.4994,4728
35,59,0.1064,187.8882,-6369.2,3525.14,0.5025,4728
51,61,0.1064,187.9628,-5205.5,3526.54,0.5044,4728
20,82,0.1064,188.0001,-7051.3,3527.24,0.5006,4728
89,102,0.1064,187.8892,-5726.18,3525.16,0.5068,4728
3,125,0.1062,187.6878,-7451.6,3521.38,0.503,4728
28,48,0.1062,187.5449,-5844.0,3518.7,0.5004,4728
25,112,0.1062,187.6323,-5642.75,3520.34,0.5053,4728
13,123,0.1061,187.3466,-5544.86,3514.98,0.5025,4728
19,38,0.1061,187.465,-6802.64,3517.2,0.5027,4728
23,56,0.1061,187.3829,-5888.68,3515.66,0.5004,4728
7,62,0.106,187.3072,-7316.31,3514.24,0.4973,4728
32,93,0.106,187.191,-5793.25,3512.06,0.5057,4728
27,85,0.106,187.1878,-5246.84,3512.0,0.5047,4728
28,67,0.106,187.2838,-6346.54,3513.8,0.5032,4728
30,45,0.1059,187.1249,-6170.0,3510.82,0.5004,4728
73,102,0.1059,187.1143,-5779.22,3510.62,0.5078,4728
80,93,0.1059,187.1143,-5779.22,3510.62,0.5078,4728
37,73,0.1059,187.0972,-5348.74,3510.3,0.5049,4728
75,99,0.1059,187.1143,-5779.22,3510.62,0.5078,4728
76,98,0.1059,187.1143,-5779.22,3510.62,0.5078,4728
22,64,0.1059,187.0642,-5786.66,3509.68,0.5013,4728
77,97,0.1059,187.1143,-5779.22,3510.62,0.5078,4728
24,90,0.1058,186.9075,-5421.0,3506.74,0.5034,4728
92,96,0.1058,186.8936,-6149.36,3506.48,0.5068,4728
93,95,0.1058,186.8936,-6149.36,3506.48,0.5068,4728
77,105,0.1057,186.7145,-6983.22,3503.12,0.5066,4728
22,70,0.1057,186.7689,-6336.2,3504.14,0.5021,4728
28,70,0.1057,186.7806,-6345.98,3504.36,0.5023,4728
80,101,0.1057,186.7145,-6983.22,3503.12,0.5066,4728
52,60,0.1057,186.6836,-5205.5,3502.54,0.5044,4728
31,86,0.1057,186.6921,-5172.14,3502.7,0.5047,4728
53,59,0.1057,186.6836,-5205.5,3502.54,0.5044,4728
107,123,0.1056,186.4779,-5798.0,3498.68,0.5068,4728
9,125,0.1056,186.4875,-6192.98,3498.86,0.5011,4728
108,122,0.1056,186.4779,-5798.0,3498.68,0.5068,4728
17,112,0.1056,186.5226,-5250.22,3499.52,0.5032,4728
72,103,0.1056,186.5013,-5790.72,3499.12,0.5076,4728
18,67,0.1055,186.3361,-5607.0,3496.02,0.5015,4728
37,47,0.1055,186.4288,-5989.58,3497.76,0.5027,4728
23,79,0.1055,186.3062,-6531.88,3495.46,0.5019,4728
83,92,0.1055,186.4214,-5341.72,3497.62,0.5082,4728
77,115,0.1055,186.3979,-6600.66,3497.18,0.5063,4728
10,43,0.1055,186.4246,-7820.94,3497.68,0.4996,4728
17,106,0.1055,186.4448,-5944.78,3498.06,0.5032,4728
3,60,0.1054,186.2114,-6791.06,3493.68,0.4996,4728
9,51,0.1054,186.254,-7915.57,3494.48,0.4981,4728
29,62,0.1054,186.2785,-6913.1,3494.94,0.5027,4728
26,92,0.1054,186.1165,-5698.44,3491.9,0.5047,4728
85,95,0.1054,186.1485,-6389.84,3492.5,0.5061,4728
84,96,0.1054,186.1485,-6389.84,3492.5,0.5061,4728
75,107,0.1054,186.2178,-6712.04,3493.8,0.5061,4728
31,46,0.1053,186.0994,-5321.33,3491.58,0.4996,4728
32,51,0.1053,186.1005,-5646.74,3491.6,0.503,4728
16,32,0.1053,185.9694,-7368.57,3489.14,0.4994,4728
41,55,0.1053,186.0845,-5442.54,3491.3,0.5044,4728
30,47,0.1053,185.9662,-5321.33,3489.08,0.4992,4728
51,65,0.1052,185.8436,-5074.5,3486.78,0.5042,4728
34,48,0.1051,185.6741,-5274.74,3483.6,0.5027,4728
23,57,0.1051,185.6507,-5917.68,3483.16,0.5006,4728
17,103,0.1051,185.6666,-6248.88,3483.46,0.5021,4728
3,74,0.1051,185.6272,-7374.52,3482.72,0.4987,4728
70,123,0.1051,185.5974,-6698.68,3482.16,0.5072,4728
20,97,0.1051,185.7029,-5866.7,3484.14,0.5023,4728
31,71,0.105,185.5217,-5401.1,3480.74,0.5025,4728
1,96,0.105,185.5025,-7961.86,3480.38,0.5021,4728
35,47,0.1049,185.2744,-5274.74,3476.1,0.5032,4728
37,78,0.1049,185.3149,-4897.48,3476.86,0.5044,4728
28,93,0.1048,185.1688,-4935.72,3474.12,0.5049,4728
30,60,0.1048,185.2125,-6913.1,3474.94,0.5032,4728
26,72,0.1047,184.9748,-6694.86,3470.48,0.5019,4728
87,92,0.1047,184.9439,-6529.94,3469.9,0.5061,4728
80,100,0.1047,184.9439,-6529.94,3469.9,0.5061,4728
88,91,0.1047,184.9439,-6529.94,3469.9,0.5061,4728
89,90,0.1047,184.9439,-6529.94,3469.9,0.5061,4728
27,104,0.1046,184.865,-5387.5,3468.42,0.5059,4728
6,11,0.1045,184.5665,-9708.65,3462.82,0.4975,4728
24,58,0.1044,184.4301,-5455.58,3460.26,0.5017,4728
24,73,0.1044,184.38,-6704.22,3459.32,0.5017,4728
36,80,0.1044,184.3747,-5143.12,3459.22,0.5047,4728
21,25,0.1043,184.2009,-6753.84,3455.96,0.4983,4728
26,66,0.1043,184.1732,-7121.4,3455.44,0.503,4728
28,49,0.1043,184.1732,-5996.5,3455.44,0.5002,4728
19,66,0.1043,184.3096,-5364.25,3458.0,0.5011,4728
105,124,0.1042,184.1018,-5798.0,3454.1,0.5068,4728
109,120,0.1042,184.1018,-5798.0,3454.1,0.5068,4728
108,121,0.1042,184.1018,-5798.0,3454.1,0.5068,4728
85,90,0.1042,184.0762,-5385.72,3453.62,0.508,4728
86,89,0.1042,184.0762,-5385.72,3453.62,0.508,4728
107,122,0.1042,184.1018,-5798.0,3454.1,0.5068,4728
106,123,0.1042,184.1018,-5798.0,3454.1,0.5068,4728
87,88,0.1042,184.0762,-5385.72,3453.62,0.508,4728
84,91,0.1042,184.0762,-5385.72,3453.62,0.508,4728
89,101,0.1041,183.9621,-6028.36,3451.48,0.5066,4728
94,95,0.1041,183.9621,-6028.36,3451.48,0.5066,4728
87,103,0.1041,183.9621,-6028.36,3451.48,0.5066,4728
88,102,0.1041,183.9621,-6028.36,3451.48,0.5066,4728
54,58,0.1041,183.9653,-5205.5,3451.54,0.5042,4728
92,97,0.1041,183.9621,-6028.36,3451.48,0.5066,4728
93,96,0.1041,183.9621,-6028.36,3451.48,0.5066,4728
82,93,0.1041,183.8097,-5341.72,3448.62,0.508,4728
91,98,0.1041,183.9621,-6028.36,3451.48,0.5066,4728
52,56,0.104,183.7532,-4943.5,3447.56,0.504,4728
14,107,0.104,183.6583,-6433.26,3445.78,0.5004,4728
25,90,0.1039,183.4824,-5538.36,3442.48,0.5047,4728
9,65,0.1038,183.3908,-6977.79,3440.76,0.4977,4728
20,126,0.1038,183.3257,-6488.0,3439.54,0.5061,4728
29,86,0.1038,183.3332,-5711.36,3439.68,0.504,4728
94,97,0.1037,183.1722,-5726.18,3436.66,0.5066,4728
79,111,0.1037,183.1999,-6600.66,3437.18,0.5066,4728
14,38,0.1037,183.2788,-6842.39,3438.66,0.5,4728
95,96,0.1037,183.1722,-5726.18,3436.66,0.5066,4728
19,118,0.1037,183.2532,-6103.0,3438.18,0.5059,4728
80,109,0.1037,183.1999,-6600.66,3437.18,0.5066,4728
92,99,0.1037,183.1722,-5726.18,3436.66,0.5066,4728
78,112,0.1037,183.1999,-6600.66,3437.18,0.5066,4728
93,98,0.1037,183.1722,-5726.18,3436.66,0.5066,4728
26,90,0.1036,183.0027,-5538.36,3433.48,0.5049,4728
26,63,0.1035,182.8194,-6587.8,3430.04,0.5021,4728
36,79,0.1034,182.6691,-5143.12,3427.22,0.5047,4728
24,113,0.1034,182.6979,-5903.75,3427.76,0.5055,4728
47,48,0.1033,182.4069,-5442.54,3422.3,0.5042,4728
30,88,0.1033,182.5348,-5331.14,3424.7,0.5047,4728
1,100,0.1033,182.4687,-8482.28,3423.46,0.5038,4728
10,62,0.1033,182.4857,-6264.0,3423.78,0.4966,4728
1,25,0.1033,182.5433,-6822.25,3424.86,0.4953,4728
37,58,0.1033,182.4324,-6056.06,3422.78,0.5027,4728
29,87,0.1032,182.3631,-5711.36,3421.48,0.5042,4728
30,59,0.1032,182.3941,-6930.48,3422.06,0.5027,4728
32,66,0.1032,182.3663,-6044.8,3421.54,0.5027,4728
16,104,0.1031,182.1841,-6413.72,3418.12,0.5011,4728
76,107,0.1031,182.1308,-6983.22,3417.12,0.5063,4728
78,104,0.1031,182.1308,-6983.22,3417.12,0.5063,4728
31,94,0.1031,182.1244,-5686.25,3417.0,0.5063,4728
8,57,0.1031,182.1201,-7409.13,3416.92,0.4979,4728
2,66,0.103,181.9293,-6849.2,3413.34,0.5004,4728
32,76,0.103,181.9538,-5924.04,3413.8,0.5027,4728
39,79,0.1029,181.8611,-4924.08,3412.06,0.5042,4728
9,64,0.1029,181.7118,-6977.79,3409.26,0.4975,4728
22,74,0.1029,181.828,-6869.4,3411.44,0.5015,4728
40,78,0.1028,181.5754,-4743.5,3406.7,0.5051,4728
21,80,0.1028,181.6756,-7038.46,3408.58,0.5008,4728
9,124,0.1028,181.6148,-5990.75,3407.44,0.5011,4728
106,124,0.1028,181.6766,-5798.0,3408.6,0.5066,4728
24,95,0.1028,181.6393,-5025.44,3407.9,0.5047,4728
85,104,0.1027,181.4038,-6252.36,3403.48,0.5068,4728
4,57,0.1027,181.4325,-7477.22,3404.02,0.4998,4728
38,83,0.1027,181.4443,-5607.25,3404.24,0.5061,4728
26,117,0.1027,181.4635,-6049.25,3404.6,0.5049,4728
15,101,0.1026,181.2289,-6323.34,3400.2,0.4996,4728
10,47,0.1026,181.2609,-8263.5,3400.8,0.5006,4728
38,48,0.1025,180.9838,-6744.94,3395.6,0.5023,4728
51,57,0.1025,181.0285,-4943.5,3396.44,0.5038,4728
32,84,0.1025,181.0392,-5225.7,3396.64,0.5044,4728
30,79,0.1024,180.9731,-5833.44,3395.4,0.5027,4728
84,106,0.1024,180.8974,-6085.86,3393.98,0.5068,4728
39,45,0.1024,180.9251,-6110.84,3394.5,0.5023,4728
38,46,0.1024,180.9251,-6110.84,3394.5,0.5023,4728
12,64,0.1023,180.7812,-6196.88,3391.8,0.4996,4728
17,85,0.1023,180.794,-6223.8,3392.04,0.4996,4728
28,76,0.1023,180.7055,-5194.96,3390.38,0.5019,4728
17,104,0.1023,180.7908,-6124.36,3391.98,0.5027,4728
17,90,0.1022,180.6192,-7393.08,3388.76,0.4998,4728
37,77,0.1022,180.5456,-5110.96,3387.38,0.5051,4728
32,62,0.1022,180.5829,-6410.76,3388.08,0.503,4728
39,43,0.1021,180.3772,-5439.12,3384.22,0.5036,4728
14,106,0.1021,180.3772,-6301.82,3384.22,0.5006,4728
38,44,0.1021,180.3772,-5439.12,3384.22,0.5036,4728
26,55,0.1021,180.3889,-5521.47,3384.44,0.5019,4728
40,42,0.1021,180.3772,-5439.12,3384.22,0.5036,4728
20,52,0.1021,180.2983,-7338.75,3382.74,0.5006,4728
36,66,0.102,180.1747,-6197.92,3380.42,0.5017,4728
46,61,0.102,180.1672,-5151.5,3380.28,0.5036,4728
21,96,0.102,180.1278,-5439.3,3379.54,0.5021,4728
75,100,0.102,180.212,-5767.22,3381.12,0.508,4728
11,50,0.102,180.2035,-6484.09,3380.96,0.4985,4728
25,46,0.1019,180.0531,-6966.75,3378.14,0.5004,4728
2,67,0.1019,180.0158,-6518.7,3377.44,0.5008,4728
73,119,0.1019,180.0713,-6424.36,3378.48,0.507,4728
18,37,0.1018,179.8058,-7856.84,3373.5,0.5013,4728
27,92,0.1018,179.8399,-5039.2,3374.14,0.504,4728
26,52,0.1018,179.9092,-5677.5,3375.44,0.5002,4728
3,62,0.1018,179.7632,-6734.04,3372.7,0.4996,4728
20,116,0.1017,179.5745,-5886.0,3369.16,0.5059,4728
14,92,0.1017,179.6022,-6642.16,3369.68,0.4996,4728
20,90,0.1016,179.566,-6789.34,3369.0,0.5017,4728
36,58,0.1016,179.4796,-6526.96,3367.38,0.5025,4728
11,46,0.1016,179.4882,-7659.51,3367.54,0.4987,4728
10,64,0.1015,179.3379,-6451.52,3364.72,0.4968,4728
26,119,0.1015,179.3752,-6049.75,3365.42,0.5049,4728
22,81,0.1014,179.1908,-6531.88,3361.96,0.5017,4728
27,91,0.1014,179.2142,-5534.44,3362.4,0.5038,4728
21,88,0.1014,179.0863,-6652.84,3360.0,0.5011,4728
57,125,0.1014,179.1556,-6397.54,3361.3,0.5066,4728
33,75,0.1013,178.9957,-5924.04,3358.3,0.5027,4728
54,57,0.1013,178.9946,-5688.0,3358.28,0.5047,4728
25,96,0.1013,179.0255,-5434.48,3358.86,0.504,4728
22,92,0.1013,179.0319,-5668.36,3358.98,0.5027,4728
71,122,0.1013,178.8816,-6446.68,3356.16,0.5072,4728
38,81,0.1012,178.7164,-4924.08,3353.06,0.5044,4728
38,47,0.1012,178.7335,-6430.66,3353.38,0.5023,4728
12,102,0.1011,178.5117,-7622.62,3349.22,0.4996,4728
27,105,0.1011,178.6556,-5387.5,3351.92,0.5059,4728
20,92,0.1011,178.6237,-6467.52,3351.32,0.5019,4728
34,47,0.101,178.4542,-4879.47,3348.14,0.5025,4728
30,78,0.101,178.5021,-5728.3,3349.04,0.5027,4728
20,26,0.1009,178.3262,-6712.86,3345.74,0.4985,4728
28,78,0.1009,178.3071,-5083.96,3345.38,0.5027,4728
40,56,0.1009,178.2335,-5589.84,3344.0,0.5042,4728
24,91,0.1009,178.1855,-5443.5,3343.1,0.504,4728
21,86,0.1009,178.2218,-7124.56,3343.78,0.5013,4728
3,77,0.1008,178.0502,-6082.68,3340.56,0.4998,4728
62,117,0.1008,178.1162,-6248.04,3341.8,0.5068,4728
22,84,0.1008,178.0395,-6833.98,3340.36,0.5006,4728
113,116,0.1007,177.8124,-5798.0,3336.1,0.5066,4728
105,125,0.1007,177.8124,-5798.0,3336.1,0.5066,4728
22,80,0.1007,177.9755,-6803.38,3339.16,0.5015,4728
111,118,0.1007,177.8124,-5798.0,3336.1,0.5066,4728
110,119,0.1007,177.8124,-5798.0,3336.1,0.5066,4728
104,126,0.1007,177.8124,-5798.0,3336.1,0.5066,4728
114,115,0.1007,177.8124,-5798.0,3336.1,0.5066,4728
112,117,0.1007,177.8124,-5798.0,3336.1,0.5066,4728
20,86,0.1006,177.8028,-7273.62,3335.92,0.5004,4728
37,55,0.1006,177.6685,-6332.44,3333.4,0.5023,4728
22,57,0.1006,177.7421,-6265.0,3334.78,0.4998,4728
50,67,0.1006,177.6621,-5055.96,3333.28,0.5047,4728
85,105,0.1005,177.5129,-6149.36,3330.48,0.5066,4728
83,108,0.1005,177.5129,-6149.36,3330.48,0.5066,4728
46,72,0.1005,177.5022,-5023.96,3330.28,0.5049,4728
40,81,0.1005,177.5321,-5290.25,3330.84,0.5059,4728
86,104,0.1005,177.5129,-6149.36,3330.48,0.5066,4728
4,60,0.1005,177.4958,-7917.08,3330.16,0.4977,4728
32,52,0.1004,177.2752,-5906.32,3326.02,0.5027,4728
31,76,0.1004,177.2762,-5728.3,3326.04,0.503,4728
24,76,0.1004,177.3786,-6796.88,3327.96,0.5021,4728
14,123,0.1004,177.3274,-5397.84,3327.0,0.5034,4728
33,42,0.1004,177.3711,-6437.0,3327.82,0.5004,4728
14,52,0.1003,177.2144,-7004.0,3324.88,0.4996,4728
22,94,0.1003,177.176,-5163.5,3324.16,0.5019,4728
28,89,0.1003,177.1622,-5534.44,3323.9,0.5036,4728
34,91,0.1003,177.1377,-5189.25,3323.44,0.5044,4728
32,43,0.1003,177.1846,-6429.0,3324.32,0.5004,4728
39,76,0.1002,177.0417,-5073.5,3321.64,0.5042,4728
39,59,0.1002,176.9287,-5637.82,3319.52,0.5038,4728
20,31,0.1001,176.8221,-7011.32,3317.52,0.5002,4728
20,81,0.1001,176.8243,-7156.78,3317.56,0.5006,4728
32,94,0.1001,176.8552,-5548.25,3318.14,0.5049,4728
81,99,0.1001,176.8424,-6529.94,3317.9,0.5059,4728
43,73,0.1,176.6612,-4836.0,3314.5,0.5049,4728
27,80,0.1,176.7081,-5083.96,3315.38,0.5027,4728
