S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate,n_days
88,115,0.1559,275.4006,-6222.8,5167.04,0.5076,4728
89,114,0.1559,275.4006,-6222.8,5167.04,0.5076,4728
38,82,0.1559,275.4859,-4869.5,5168.64,0.5059,4728
93,109,0.1559,275.4006,-6222.8,5167.04,0.5076,4728
6,104,0.1559,275.3846,-8140.24,5166.74,0.5,4728
86,123,0.1558,275.1874,-6127.8,5163.04,0.5076,4728
16,60,0.1557,275.0499,-6207.5,5160.46,0.5008,4728
113,124,0.1556,274.9092,-5437.0,5157.82,0.5066,4728
115,122,0.1556,274.9092,-5437.0,5157.82,0.5066,4728
114,123,0.1556,274.9092,-5437.0,5157.82,0.5066,4728
111,126,0.1556,274.9092,-5437.0,5157.82,0.5066,4728
112,125,0.1556,274.9092,-5437.0,5157.82,0.5066,4728
20,69,0.1554,274.5009,-5420.68,5150.16,0.5021,4728
10,121,0.1554,274.4679,-5391.3,5149.54,0.5027,4728
19,84,0.1554,274.6011,-6766.8,5152.04,0.5017,4728
11,69,0.1554,274.4807,-5995.68,5149.78,0.4998,4728
20,67,0.1554,274.5969,-5742.0,5151.96,0.5023,4728
5,75,0.1553,274.2696,-6279.75,5145.82,0.4989,4728
84,110,0.1552,274.0745,-5691.68,5142.16,0.5076,4728
90,103,0.1552,274.0745,-5691.68,5142.16,0.5076,4728
89,104,0.1552,274.0745,-5691.68,5142.16,0.5076,4728
63,119,0.1552,274.099,-6243.22,5142.62,0.5082,4728
18,74,0.1552,274.1534,-5624.2,5143.64,0.5027,4728
64,117,0.1552,274.099,-6243.22,5142.62,0.5082,4728
66,126,0.1552,274.1523,-6464.22,5143.62,0.5085,4728
7,55,0.1552,274.1417,-7385.63,5143.42,0.5,4728
1,77,0.1552,274.2344,-5840.78,5145.16,0.5011,4728
88,105,0.1552,274.0745,-5691.68,5142.16,0.5076,4728
83,111,0.1552,274.0745,-5691.68,5142.16,0.5076,4728
22,99,0.1551,274.0607,-5473.44,5141.9,0.5057,4728
26,101,0.1551,273.9402,-4765.7,5139.64,0.5068,4728
11,104,0.155,273.7835,-6362.14,5136.7,0.5006,4728
1,105,0.155,273.807,-7631.1,5137.14,0.5044,4728
13,119,0.1549,273.5778,-5918.8,5132.84,0.5027,4728
20,104,0.1549,273.7153,-5070.52,5135.42,0.5057,4728
82,115,0.1549,273.7014,-5691.68,5135.16,0.5074,4728
79,98,0.1549,273.566,-5827.22,5132.62,0.5085,4728
7,115,0.1549,273.6097,-7743.04,5133.44,0.5021,4728
76,102,0.1548,273.3997,-5830.34,5129.5,0.5082,4728
19,57,0.1548,273.3688,-6382.0,5128.92,0.5021,4728
4,121,0.1547,273.3262,-8193.36,5128.12,0.5032,4728
4,120,0.1547,273.2462,-7947.36,5126.62,0.503,4728
6,49,0.1546,273.1162,-6650.87,5124.18,0.5023,4728
16,66,0.1546,273.016,-6260.5,5122.3,0.5019,4728
19,74,0.1545,272.8444,-5939.26,5119.08,0.5017,4728
102,115,0.1545,273.0075,-5574.2,5122.14,0.5072,4728
101,116,0.1545,273.0075,-5574.2,5122.14,0.5072,4728
103,114,0.1545,273.0075,-5574.2,5122.14,0.5072,4728
81,102,0.1544,272.6919,-6044.62,5116.22,0.5076,4728
94,116,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
96,114,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
97,113,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
7,54,0.1544,272.8358,-7436.13,5118.92,0.5006,4728
103,106,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
104,105,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
88,124,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
95,115,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
92,119,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
3,121,0.1544,272.7314,-7120.02,5116.96,0.504,4728
91,120,0.1544,272.6887,-5811.68,5116.16,0.5076,4728
78,122,0.1544,272.7921,-6297.74,5118.1,0.5074,4728
19,93,0.1543,272.5363,-6481.54,5113.3,0.5036,4728
24,67,0.1542,272.4787,-5668.12,5112.22,0.5032,4728
21,67,0.1541,272.1302,-5786.66,5105.68,0.5015,4728
6,103,0.1541,272.2805,-8384.48,5108.5,0.4996,4728
90,92,0.1541,272.2122,-6053.62,5107.22,0.5074,4728
100,101,0.154,272.0694,-6222.8,5104.54,0.5074,4728
5,35,0.154,272.0992,-6702.52,5105.1,0.5,4728
11,120,0.154,272.1238,-5488.48,5105.56,0.5034,4728
23,104,0.154,272.0321,-4786.0,5103.84,0.5057,4728
14,116,0.154,271.9969,-6082.66,5103.18,0.5021,4728
99,102,0.154,272.0694,-6222.8,5104.54,0.5074,4728
98,103,0.154,272.0694,-6222.8,5104.54,0.5074,4728
91,111,0.154,272.0694,-6222.8,5104.54,0.5074,4728
113,121,0.1539,271.837,-5397.0,5100.18,0.507,4728
114,120,0.1539,271.837,-5397.0,5100.18,0.507,4728
67,124,0.1539,271.8072,-6508.22,5099.62,0.5082,4728
3,78,0.1539,271.9106,-6018.68,5101.56,0.5008,4728
12,119,0.1539,271.9436,-5755.16,5102.18,0.5025,4728
116,118,0.1539,271.837,-5397.0,5100.18,0.507,4728
115,119,0.1539,271.837,-5397.0,5100.18,0.507,4728
19,79,0.1538,271.7666,-5341.48,5098.86,0.5019,4728
75,103,0.1538,271.6206,-5783.22,5096.12,0.5085,4728
96,122,0.1538,271.6483,-5574.2,5096.64,0.507,4728
11,96,0.1538,271.6835,-6302.0,5097.3,0.5,4728
5,120,0.1537,271.4842,-8246.92,5093.56,0.5034,4728
23,101,0.1537,271.4426,-4912.06,5092.78,0.5053,4728
4,72,0.1536,271.3669,-7217.75,5091.36,0.4979,4728
70,108,0.1536,271.3541,-5779.22,5091.12,0.5085,4728
13,114,0.1536,271.2987,-6439.26,5090.08,0.5019,4728
20,107,0.1536,271.3189,-4576.0,5090.46,0.5055,4728
19,77,0.1535,271.2177,-5959.28,5088.56,0.5021,4728
20,110,0.1534,271.0407,-4844.6,5085.24,0.5053,4728
5,76,0.1534,270.9384,-6209.25,5083.32,0.4985,4728
17,122,0.1533,270.7337,-4542.36,5079.48,0.5074,4728
104,113,0.1532,270.5823,-5574.2,5076.64,0.507,4728
105,112,0.1532,270.5823,-5574.2,5076.64,0.507,4728
7,99,0.1532,270.5781,-7795.42,5076.56,0.5,4728
19,106,0.1532,270.6623,-4947.2,5078.14,0.5042,4728
8,103,0.1532,270.6101,-6573.32,5077.16,0.5,4728
78,107,0.1532,270.6132,-6044.62,5077.22,0.5078,4728
72,108,0.1531,270.415,-5710.34,5073.5,0.5085,4728
71,110,0.1531,270.415,-5710.34,5073.5,0.5085,4728
2,24,0.153,270.206,-9182.52,5069.58,0.4968,4728
20,73,0.153,270.3126,-6081.76,5071.58,0.503,4728
19,58,0.153,270.2721,-5961.0,5070.82,0.5023,4728
13,115,0.153,270.3276,-6250.48,5071.86,0.5027,4728
19,80,0.1529,270.0611,-5341.48,5066.86,0.5015,4728
19,95,0.1529,270.1336,-6261.62,5068.22,0.5036,4728
2,92,0.1529,270.1613,-7772.9,5068.74,0.5021,4728
82,102,0.1529,270.1336,-6053.62,5068.22,0.5076,4728
8,67,0.1528,269.9715,-6184.07,5065.18,0.4981,4728
67,122,0.1527,269.8084,-6413.22,5062.12,0.5082,4728
20,72,0.1527,269.7263,-6109.76,5060.58,0.5027,4728
3,118,0.1527,269.6954,-6832.98,5060.0,0.5032,4728
10,111,0.1526,269.6336,-6288.0,5058.84,0.5019,4728
5,56,0.1526,269.5227,-6544.79,5056.76,0.5002,4728
24,52,0.1525,269.4716,-5804.0,5055.8,0.5015,4728
6,120,0.1525,269.3266,-7713.4,5053.08,0.5027,4728
12,126,0.1525,269.381,-5405.0,5054.1,0.5038,4728
20,71,0.1525,269.4332,-6223.76,5055.08,0.5019,4728
77,109,0.1525,269.3309,-6068.68,5053.16,0.5078,4728
93,126,0.1524,269.2232,-5574.2,5051.14,0.5068,4728
18,81,0.1524,269.2616,-5516.98,5051.86,0.5017,4728
97,121,0.1524,269.2232,-5574.2,5051.14,0.5068,4728
98,120,0.1524,269.2232,-5574.2,5051.14,0.5068,4728
11,126,0.1523,268.9791,-5335.5,5046.56,0.5032,4728
19,60,0.1523,268.9663,-5939.52,5046.32,0.5015,4728
80,105,0.1522,268.8512,-6077.68,5044.16,0.5076,4728
96,99,0.1521,268.6348,-6220.24,5040.1,0.5076,4728
15,78,0.1521,268.7499,-5457.58,5042.26,0.5017,4728
97,98,0.1521,268.6348,-6220.24,5040.1,0.5076,4728
94,101,0.1521,268.6348,-6220.24,5040.1,0.5076,4728
26,27,0.1521,268.6113,-6665.0,5039.66,0.5023,4728
95,100,0.1521,268.6348,-6220.24,5040.1,0.5076,4728
7,67,0.1519,268.3118,-5581.01,5034.04,0.5002,4728
83,101,0.1519,268.316,-6087.72,5034.12,0.5076,4728
14,113,0.1519,268.3054,-6487.92,5033.92,0.5025,4728
20,120,0.1519,268.3075,-5939.0,5033.96,0.5074,4728
8,65,0.1518,268.1263,-5811.99,5030.56,0.4987,4728
85,108,0.1517,268.025,-5691.68,5028.66,0.5074,4728
87,106,0.1517,268.025,-5691.68,5028.66,0.5074,4728
5,36,0.1517,267.9866,-6723.18,5027.94,0.5002,4728
28,97,0.1517,267.9312,-4568.44,5026.9,0.5068,4728
86,107,0.1517,268.025,-5691.68,5028.66,0.5074,4728
62,121,0.1516,267.863,-6184.22,5025.62,0.5082,4728
3,44,0.1516,267.8129,-8810.93,5024.68,0.5008,4728
4,51,0.1516,267.7639,-6770.59,5023.76,0.5027,4728
115,126,0.1516,267.7692,-4880.5,5023.86,0.5066,4728
75,113,0.1516,267.7319,-6068.68,5023.16,0.508,4728
61,123,0.1516,267.863,-6184.22,5025.62,0.5082,4728
79,106,0.1514,267.4153,-6104.62,5017.22,0.5074,4728
24,31,0.1514,267.4366,-6377.5,5017.62,0.504,4728
25,28,0.1513,267.3321,-6663.5,5015.66,0.5023,4728
76,112,0.1513,267.2522,-6077.68,5014.16,0.5078,4728
20,105,0.1513,267.3236,-4892.34,5015.5,0.5053,4728
18,75,0.1512,267.0635,-5675.22,5010.62,0.5021,4728
6,77,0.1512,267.0838,-6381.25,5011.0,0.4996,4728
108,110,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
94,125,0.1509,266.6115,-5574.2,5002.14,0.5066,4728
95,124,0.1509,266.6115,-5574.2,5002.14,0.5066,4728
107,111,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
104,114,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
105,113,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
93,102,0.1509,266.5294,-6220.24,5000.6,0.5074,4728
103,115,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
99,120,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
98,121,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
99,119,0.1509,266.6115,-5574.2,5002.14,0.5066,4728
87,109,0.1509,266.5294,-6220.24,5000.6,0.5074,4728
106,112,0.1509,266.5049,-5574.2,5000.14,0.5068,4728
5,52,0.1509,266.6403,-6399.87,5002.68,0.5015,4728
73,107,0.1508,266.3642,-5786.34,4997.5,0.5082,4728
76,125,0.1508,266.3429,-6418.74,4997.1,0.5074,4728
10,53,0.1508,266.3088,-5679.09,4996.46,0.4994,4728
6,12,0.1508,266.4228,-7476.37,4998.6,0.4985,4728
77,123,0.1508,266.3429,-6418.74,4997.1,0.5074,4728
16,70,0.1508,266.4367,-5348.48,4998.86,0.5021,4728
6,122,0.1507,266.2512,-7592.1,4995.38,0.5038,4728
96,106,0.1507,266.1531,-6222.8,4993.54,0.5074,4728
95,107,0.1507,266.1531,-6222.8,4993.54,0.5074,4728
94,126,0.1507,266.1851,-5574.2,4994.14,0.5066,4728
8,11,0.1506,265.973,-6696.23,4990.16,0.4964,4728
67,113,0.1506,265.9975,-6232.22,4990.62,0.5082,4728
118,120,0.1505,265.8483,-5351.5,4987.82,0.5066,4728
117,121,0.1505,265.8483,-5351.5,4987.82,0.5066,4728
116,122,0.1505,265.8483,-5351.5,4987.82,0.5066,4728
4,69,0.1505,265.9154,-6237.25,4989.08,0.4975,4728
79,108,0.1503,265.4347,-6111.78,4980.06,0.5078,4728
29,94,0.1503,265.586,-4568.44,4982.9,0.5059,4728
24,28,0.1503,265.5093,-6892.5,4981.46,0.5025,4728
20,75,0.1502,265.3291,-6192.76,4978.08,0.5025,4728
65,116,0.1502,265.4112,-6243.22,4979.62,0.508,4728
4,54,0.1502,265.3803,-6755.81,4979.04,0.5032,4728
9,74,0.1502,265.263,-6203.14,4976.84,0.4996,4728
59,124,0.1502,265.3942,-6165.04,4979.3,0.5076,4728
6,72,0.1501,265.117,-5770.34,4974.1,0.4994,4728
15,82,0.1501,265.1543,-5480.54,4974.8,0.5002,4728
6,75,0.1501,265.1234,-6389.75,4974.22,0.4998,4728
15,61,0.15,265.0328,-6276.0,4972.52,0.5011,4728
18,102,0.15,264.9592,-5559.2,4971.14,0.5038,4728
40,80,0.15,264.9432,-5240.9,4970.84,0.5061,4728
16,121,0.1499,264.8143,-4862.92,4968.42,0.5068,4728
4,67,0.1498,264.6192,-6360.25,4964.76,0.4977,4728
9,12,0.1498,264.6554,-7680.45,4965.44,0.4943,4728
12,96,0.1498,264.6927,-6573.2,4966.14,0.5006,4728
77,110,0.1497,264.374,-6077.68,4960.16,0.5076,4728
8,10,0.1497,264.39,-8490.51,4960.46,0.4977,4728
18,60,0.1496,264.1853,-6147.5,4956.62,0.5017,4728
11,67,0.1495,264.1171,-6091.25,4955.34,0.5,4728
77,101,0.1495,264.147,-6003.94,4955.9,0.508,4728
13,116,0.1495,264.0745,-5831.8,4954.54,0.503,4728
9,39,0.1495,264.0222,-6829.31,4953.56,0.5019,4728
80,104,0.1494,263.8442,-6044.62,4950.22,0.5078,4728
6,100,0.1494,263.9807,-8555.2,4952.78,0.4992,4728
14,117,0.1494,263.8869,-5886.12,4951.02,0.5023,4728
18,80,0.1494,263.9849,-5516.98,4952.86,0.5015,4728
102,116,0.1494,263.8932,-5574.2,4951.14,0.5066,4728
112,126,0.1493,263.7429,-5437.0,4948.32,0.5066,4728
6,76,0.1493,263.6843,-6403.25,4947.22,0.4994,4728
8,104,0.1492,263.5234,-6498.78,4944.2,0.5,4728
19,91,0.1491,263.4445,-6263.62,4942.72,0.5019,4728
8,16,0.1491,263.3325,-6929.27,4940.62,0.4949,4728
118,119,0.149,263.2632,-5437.0,4939.32,0.5063,4728
116,121,0.149,263.2632,-5437.0,4939.32,0.5063,4728
117,120,0.149,263.2632,-5437.0,4939.32,0.5063,4728
9,73,0.149,263.1225,-6243.56,4936.68,0.5004,4728
72,116,0.1488,262.9381,-6418.62,4933.22,0.5074,4728
41,78,0.1488,262.872,-4832.76,4931.98,0.5068,4728
11,43,0.1488,262.887,-6379.84,4932.26,0.5002,4728
25,64,0.1487,262.6418,-6038.68,4927.66,0.5027,4728
2,25,0.1487,262.5959,-8401.8,4926.8,0.4979,4728
82,113,0.1487,262.7217,-5691.68,4929.16,0.5074,4728
85,109,0.1487,262.7217,-5691.68,4929.16,0.5074,4728
78,109,0.1486,262.5565,-6111.78,4926.06,0.5076,4728
78,106,0.1486,262.5917,-6296.62,4926.72,0.5076,4728
81,105,0.1486,262.5565,-6111.78,4926.06,0.5076,4728
7,121,0.1486,262.4254,-6979.38,4923.6,0.5027,4728
20,109,0.1486,262.5128,-4871.1,4925.24,0.5049,4728
15,79,0.1485,262.3966,-5986.28,4923.06,0.5011,4728
14,85,0.1485,262.2836,-6114.9,4920.94,0.4998,4728
22,107,0.1485,262.2783,-5072.5,4920.84,0.5057,4728
7,113,0.1484,262.0949,-7827.58,4917.4,0.5013,4728
10,109,0.1484,262.1717,-5996.5,4918.84,0.5013,4728
6,62,0.1483,261.9052,-7517.21,4913.84,0.4975,4728
20,99,0.1483,262.0384,-5466.0,4916.34,0.5032,4728
28,98,0.1483,262.0299,-4472.16,4916.18,0.5068,4728
23,102,0.1483,262.0619,-4912.06,4916.78,0.5053,4728
69,119,0.1483,262.0534,-6558.72,4916.62,0.5078,4728
19,102,0.1483,261.9681,-4933.82,4915.02,0.504,4728
17,71,0.1483,261.8881,-5132.49,4913.52,0.503,4728
115,125,0.1482,261.8529,-4880.5,4912.86,0.5063,4728
117,123,0.1482,261.8529,-4880.5,4912.86,0.5063,4728
116,124,0.1482,261.8529,-4880.5,4912.86,0.5063,4728
114,126,0.1482,261.8529,-4880.5,4912.86,0.5063,4728
119,121,0.1482,261.8529,-4880.5,4912.86,0.5063,4728
6,118,0.1482,261.8135,-7830.16,4912.12,0.5021,4728
118,122,0.1482,261.8529,-4880.5,4912.86,0.5063,4728
86,97,0.1481,261.547,-6087.72,4907.12,0.5076,4728
12,93,0.1481,261.6557,-6482.18,4909.16,0.5002,4728
85,98,0.1481,261.547,-6087.72,4907.12,0.5076,4728
61,122,0.1481,261.6536,-6468.72,4909.12,0.508,4728
8,45,0.1481,261.5406,-6482.55,4907.0,0.5021,4728
7,105,0.1481,261.6259,-8252.38,4908.6,0.5008,4728
6,74,0.148,261.499,-6297.75,4906.22,0.4994,4728
18,119,0.148,261.4884,-4544.0,4906.02,0.5074,4728
97,122,0.1479,261.2816,-5574.2,4902.14,0.5066,4728
113,125,0.1479,261.2912,-5437.0,4902.32,0.5063,4728
107,110,0.1479,261.2816,-5574.2,4902.14,0.5066,4728
115,123,0.1479,261.2912,-5437.0,4902.32,0.5063,4728
108,109,0.1479,261.2816,-5574.2,4902.14,0.5066,4728
16,78,0.1479,261.3104,-5833.66,4902.68,0.5013,4728
114,124,0.1479,261.2912,-5437.0,4902.32,0.5063,4728
106,111,0.1479,261.2816,-5574.2,4902.14,0.5066,4728
82,114,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
91,103,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
81,115,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
93,100,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
92,101,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
92,102,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
87,107,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
84,111,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
96,97,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
87,108,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
34,83,0.1478,261.0193,-4757.12,4897.22,0.5059,4728
81,116,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
93,101,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
83,112,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
86,109,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
89,105,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
88,106,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
94,99,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
12,65,0.1478,261.0257,-5809.75,4897.34,0.5006,4728
95,98,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
85,110,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
5,48,0.1478,261.1696,-6501.76,4900.04,0.5032,4728
90,104,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
86,108,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
91,102,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
83,113,0.1478,261.0694,-5691.68,4898.16,0.5072,4728
15,76,0.1477,260.9543,-5621.84,4896.0,0.5025,4728
19,75,0.1477,260.9319,-5939.26,4895.58,0.5023,4728
14,126,0.1476,260.6793,-4973.5,4890.84,0.5057,4728
2,125,0.1476,260.8136,-6898.62,4893.36,0.5034,4728
91,101,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
89,103,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
92,100,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
16,31,0.1476,260.7401,-6962.57,4891.98,0.5002,4728
18,87,0.1476,260.6846,-6865.4,4890.94,0.5011,4728
95,97,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
88,104,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
94,98,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
90,102,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
93,99,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
84,109,0.1476,260.6963,-5691.68,4891.16,0.5072,4728
110,124,0.1474,260.3776,-5397.0,4885.18,0.5068,4728
109,125,0.1474,260.3776,-5397.0,4885.18,0.5068,4728
108,126,0.1474,260.3776,-5397.0,4885.18,0.5068,4728
112,122,0.1474,260.3776,-5397.0,4885.18,0.5068,4728
31,56,0.1474,260.3531,-5682.62,4884.72,0.5034,4728
111,123,0.1474,260.3776,-5397.0,4885.18,0.5068,4728
2,101,0.1473,260.1676,-7768.04,4881.24,0.5027,4728
19,103,0.1473,260.1825,-5016.32,4881.52,0.5036,4728
7,112,0.1473,260.1207,-7902.12,4880.36,0.5011,4728
7,64,0.1473,260.1943,-5850.75,4881.74,0.5,4728
20,102,0.1473,260.1793,-5184.38,4881.46,0.5047,4728
7,114,0.1473,260.2849,-7743.04,4883.44,0.5017,4728
20,74,0.1472,259.9459,-6192.76,4877.08,0.5027,4728
22,106,0.1472,260.0663,-5072.5,4879.34,0.5057,4728
82,104,0.1471,259.8755,-6162.08,4875.76,0.5074,4728
7,12,0.1471,259.8595,-7260.01,4875.46,0.496,4728
1,122,0.1469,259.496,-7368.98,4868.64,0.504,4728
10,52,0.1469,259.5397,-6370.09,4869.46,0.4996,4728
9,122,0.1469,259.4395,-5789.26,4867.58,0.5023,4728
80,103,0.1468,259.2605,-6296.62,4864.22,0.5074,4728
69,121,0.1468,259.4097,-6740.82,4867.02,0.5078,4728
72,109,0.1467,259.1155,-5786.34,4861.5,0.5078,4728
12,123,0.1467,259.1464,-5700.5,4862.08,0.503,4728
13,88,0.1467,259.1944,-6380.86,4862.98,0.4998,4728
17,59,0.1467,259.2125,-6020.0,4863.32,0.5004,4728
9,42,0.1466,258.9897,-6611.73,4859.14,0.5019,4728
19,82,0.1466,258.979,-6837.9,4858.94,0.5006,4728
77,107,0.1465,258.8074,-6367.62,4855.72,0.5074,4728
20,59,0.1465,258.8532,-5786.33,4856.58,0.5021,4728
76,109,0.1465,258.8074,-6367.62,4855.72,0.5074,4728
83,94,0.1465,258.7371,-6105.44,4854.4,0.5078,4728
75,110,0.1465,258.8074,-6367.62,4855.72,0.5074,4728
24,103,0.1465,258.7435,-4688.32,4854.52,0.5053,4728
84,100,0.1465,258.7189,-6111.78,4854.06,0.5074,4728
78,100,0.1465,258.7371,-6105.44,4854.4,0.5078,4728
82,95,0.1465,258.7371,-6105.44,4854.4,0.5078,4728
71,119,0.1465,258.8309,-6391.68,4856.16,0.5078,4728
79,99,0.1465,258.7371,-6105.44,4854.4,0.5078,4728
85,99,0.1465,258.7189,-6111.78,4854.06,0.5074,4728
80,97,0.1465,258.7371,-6105.44,4854.4,0.5078,4728
86,98,0.1465,258.7189,-6111.78,4854.06,0.5074,4728
81,96,0.1465,258.7371,-6105.44,4854.4,0.5078,4728
101,117,0.1464,258.6699,-5574.2,4853.14,0.5063,4728
96,123,0.1464,258.6699,-5574.2,4853.14,0.5063,4728
100,118,0.1464,258.6699,-5574.2,4853.14,0.5063,4728
89,122,0.1463,258.3714,-5879.8,4847.54,0.5074,4728
12,91,0.1463,258.4631,-6559.58,4849.26,0.5,4728
21,30,0.1463,258.397,-6432.82,4848.02,0.5017,4728
87,125,0.1463,258.3714,-5879.8,4847.54,0.5074,4728
107,109,0.1462,258.2435,-5780.2,4845.14,0.5068,4728
105,111,0.1462,258.2435,-5780.2,4845.14,0.5068,4728
27,98,0.1462,258.3011,-4967.12,4846.22,0.5063,4728
93,115,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
106,110,0.1462,258.2435,-5780.2,4845.14,0.5068,4728
98,119,0.1462,258.2435,-5780.2,4845.14,0.5068,4728
95,123,0.1462,258.2435,-5780.2,4845.14,0.5068,4728
98,109,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
12,92,0.1462,258.3117,-6375.42,4846.42,0.5,4728
101,106,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
102,105,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
103,104,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
99,108,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
99,118,0.1462,258.2435,-5780.2,4845.14,0.5068,4728
94,114,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
100,117,0.1462,258.2435,-5780.2,4845.14,0.5068,4728
100,107,0.1462,258.3181,-6127.8,4846.54,0.5076,4728
21,113,0.1461,258.1305,-5716.5,4843.02,0.5076,4728
3,119,0.1461,258.074,-7130.02,4841.96,0.5034,4728
5,20,0.1461,258.1145,-7485.0,4842.72,0.4962,4728
18,95,0.146,257.9589,-6481.54,4839.8,0.5019,4728
26,100,0.1459,257.6668,-4872.02,4834.32,0.5061,4728
27,100,0.1459,257.6828,-4509.0,4834.62,0.507,4728
45,72,0.1459,257.7979,-4861.46,4836.78,0.5059,4728
54,61,0.1459,257.7286,-5154.0,4835.48,0.5059,4728
7,66,0.1458,257.492,-5581.01,4831.04,0.4996,4728
85,111,0.1458,257.4984,-5691.68,4831.16,0.5072,4728
8,63,0.1458,257.5197,-5811.99,4831.56,0.4985,4728
22,55,0.1458,257.605,-5987.75,4833.16,0.5021,4728
7,70,0.1457,257.3204,-5690.12,4827.82,0.4998,4728
72,107,0.1457,257.4163,-6049.72,4829.62,0.5085,4728
18,117,0.1457,257.4643,-4529.0,4830.52,0.5068,4728
16,69,0.1457,257.4227,-5455.1,4829.74,0.5023,4728
20,35,0.1456,257.1295,-6658.1,4824.24,0.5032,4728
79,97,0.1456,257.1498,-5341.72,4824.62,0.5087,4728
77,108,0.1456,257.1818,-6296.62,4825.22,0.5076,4728
11,121,0.1455,257.0315,-5217.14,4822.4,0.503,4728
10,115,0.1455,256.9483,-5676.5,4820.84,0.5015,4728
15,83,0.1454,256.814,-5671.02,4818.32,0.5002,4728
21,56,0.1454,256.9259,-5835.49,4820.42,0.5019,4728
19,33,0.1454,256.814,-6747.52,4818.32,0.5019,4728
93,117,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
98,111,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
10,56,0.1453,256.6861,-6037.5,4815.92,0.4992,4728
99,110,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
96,113,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
101,108,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
102,107,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
92,118,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
18,78,0.1453,256.7362,-6160.48,4816.86,0.5006,4728
52,62,0.1453,256.6051,-4455.5,4814.4,0.5063,4728
81,103,0.1453,256.7021,-6053.62,4816.22,0.5074,4728
97,112,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
90,121,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
100,109,0.1453,256.6189,-5811.68,4814.66,0.5074,4728
76,101,0.1452,256.4569,-5707.22,4811.62,0.5089,4728
24,29,0.1452,256.5283,-6813.38,4812.96,0.5019,4728
18,62,0.1451,256.3503,-5916.22,4809.62,0.5017,4728
4,55,0.145,256.0614,-6735.34,4804.2,0.5021,4728
6,115,0.145,256.1744,-7941.16,4806.32,0.5019,4728
1,123,0.145,256.1648,-7169.98,4806.14,0.5036,4728
65,125,0.145,256.1158,-6506.12,4805.22,0.508,4728
